Wall time,Step,Value
1649663239.7070174,1,0.2037060707807541
1649663240.3081665,9,0.1813979595899582
1649663240.853,17,0.1532108634710312
1649663241.4750912,25,0.1409858912229538
1649663242.058844,33,0.14053189754486084
1649663242.636105,41,0.1120905950665474
1649663243.2084653,49,0.0979808121919632
1649663243.7481143,57,0.09584273397922516
1649663277.978279,64,0.01732959970831871
1649663278.3485165,72,0.014352425932884216
1649663278.683579,80,0.014762086793780327
1649663279.0542698,88,0.01730034314095974
1649663279.4276433,96,0.01989932544529438
1649663279.7885504,104,0.013286717236042023
1649663280.122288,112,0.014512739144265652
1649663280.458071,120,0.014744735322892666
1649663301.62249,127,0.006359285209327936
1649663301.9980605,135,0.006138036493211985
1649663302.3380706,143,0.004631657153367996
1649663302.7144282,151,0.005288544576615095
1649663303.0912929,159,0.00689161429181695
1649663303.450853,167,0.004945577122271061
1649663303.7894611,175,0.004701792262494564
1649663304.1302798,183,0.006776363123208284
1649663325.5228229,190,0.0035672420635819435
1649663325.9092267,198,0.0036344726104289293
1649663326.259686,206,0.0022791912779212
1649663326.6478684,214,0.0026429195422679186
1649663327.0353138,222,0.0034290431067347527
1649663327.405645,230,0.0023510863538831472
1649663327.749525,238,0.0024289230350404978
1649663328.1019418,246,0.0037677844520658255
1649663349.916649,253,0.0018201189814135432
1649663350.3009095,261,0.002330348826944828
1649663350.6544008,269,0.0011679095914587379
1649663351.04237,277,0.001473623444326222
1649663351.4320931,285,0.00245549064129591
1649663351.8026266,293,0.0013096100883558393
1649663352.14694,301,0.001569732092320919
1649663352.5013976,309,0.00312045868486166
1649663374.4358163,316,0.001453156117349863
1649663374.8262308,324,0.0018401860725134611
1649663375.1795473,332,0.0009360374533571303
1649663375.5691953,340,0.0010595739586278796
1649663375.958422,348,0.0015746904537081718
1649663376.32485,356,0.0010047086980193853
1649663376.7030554,364,0.0012177324388176203
1649663377.059041,372,0.0018556410213932395
1649663399.076922,379,0.0011777449399232864
1649663399.46017,387,0.001596843358129263
1649663399.819582,395,0.000678588985465467
1649663400.2108428,403,0.0007867481908760965
1649663400.6015003,411,0.0011899889213964343
1649663400.9749186,419,0.0008231360698118806
1649663401.3314738,427,0.0009923657635226846
1649663401.6994357,435,0.0010961692314594984
1649663423.8365824,442,0.0008825788390822709
1649663424.238977,450,0.001319043687544763
1649663424.5966415,458,0.0005290062399581075
1649663424.9924402,466,0.0006041395827196538
1649663425.3841064,474,0.0009393763029947877
1649663425.7553012,482,0.0006460541626438498
1649663426.100427,490,0.0007929173298180103
1649663426.469483,498,0.0013795640552416444
1649663448.537868,505,0.00087688461644575
1649663448.9258826,513,0.001407407340593636
1649663449.2771206,521,0.0004681290592998266
1649663449.661417,529,0.0005816467455588281
1649663450.046925,537,0.0008262097253464162
1649663450.4256244,545,0.0005450487951748073
1649663450.7798183,553,0.000716151378583163
1649663451.1319838,561,0.001050960854627192
1649663473.2842793,568,0.0007040734053589404
1649663473.671514,576,0.0011058349628001451
1649663474.0189106,584,0.00040711319888941944
1649663474.4047797,592,0.00046524289064109325
1649663474.8013644,600,0.0005853337934240699
1649663475.1755855,608,0.00044424901716411114
1649663475.5260162,616,0.0005985585739836097
1649663475.8769112,624,0.0006095842691138387
1649663476.2917023,632,0.0005981380818411708
1649663476.6803539,640,0.0009631198481656611
1649663477.0526185,648,0.0010338069405406713
1649663477.4507482,656,0.0002869183663278818
1649663477.8078568,664,0.0005491522024385631
1649663478.1608956,672,0.00040276997606270015
1649663478.5379472,680,0.00033439978142268956
1649663478.89945,688,0.0006252250168472528
1649663479.2744946,696,0.00044359490857459605
1649663479.6284099,704,0.0017788090044632554
1649663479.9857988,712,0.0025700489059090614
1649663480.3980622,720,0.00044765265192836523
1649663480.7656927,728,0.0005949396872892976
1649663481.1486125,736,0.00032569607719779015
1649663481.5269058,744,0.0007583312108181417
1649663481.9223437,752,0.00039332659798674285
1649663482.2724974,760,0.00026689900550991297
1649663482.6206312,768,0.0006865733885206282
1649663483.028403,776,0.0004193970235064626
1649663483.4122627,784,0.0014122899156063795
1649663483.7926092,792,0.0029168049804866314
1649663484.1691246,800,0.0003383780422154814
1649663484.561486,808,0.0008319453918375075
1649663496.5387318,816,0.0013348538195714355
