Wall time,Step,Value
1649736679.2198634,0,0.00020663441682700068
1649736750.2841883,1,0.00012029980280203745
1649736818.7248685,2,8.164193422999233e-05
1649736887.0751956,3,5.691220940207131e-05
1649736955.4197721,4,4.212835119687952e-05
1649737024.053787,5,3.266720159444958e-05
1649737092.5782993,6,2.613497053971514e-05
1649737160.9848962,7,2.21960581257008e-05
1649737229.5062592,8,1.829955908760894e-05
1649737297.8783848,9,1.7404177924618125e-05
