Wall time,Step,Value
1649738164.3119726,0,0.00018500813166610897
1649738244.5569866,1,0.00011419627844588831
1649738322.957831,2,9.182263602269813e-05
1649738401.093625,3,7.151685713324696e-05
1649738479.4839883,4,5.497072561411187e-05
1649738557.6998422,5,4.434826405486092e-05
1649738636.1718023,6,3.8612564821960405e-05
1649738714.4792821,7,3.235726762795821e-05
1649738792.9057915,8,2.9749084205832332e-05
1649738871.4890895,9,3.832593574770726e-05
